index,pathCount,beats,edge,transition,step,group,optional,hold,labelOffset
1,,2,LFO,pr,ee,pr1,,k,
2,,1,RFI,prx,pr,pr1,,k,
3,,3,LFO,pr,ee,pr1,,k,
4,,6,RFO,s,swr,,,k,
5,,6,LFO,s,swr,,,k,
6,,2,RFO,pr,ee,pr2,,k,
7,,1,LFI,prx,pr,pr2,,k,
8,,3,RFO,pr,ee,pr2,,k,
9,,3,LFO,,,,,k,
10,,3,RFI,,,,,k,
11,,2,LFO,pr,ee,pr3,,k,
12,,1,RFI,prx,pr,pr3,,k,
13,,3,LFO,pr,ee,pr3,,k,
14,,6,RFO,s,swr,,,k,
15,,3,LFO,,,,,k,
16,,3,RFI,,,,,k,
