index,pathCount,beats,edge,transition,step,group,optional,hold,labelOffset
1,,1,LFO,pr,ee,1,,k,
2,,1,RFI,prx,pr,1,,k,
3,,2,LFO,pr,ee,1,,k,
4,,2,RFO,s,ee,,,k,
5,,1,LFO,pr,ee,2,,k,
6,,1,RFI,prx,pr,2,,k,
7,,1,LFO,pr,ee,2,,k,0.3
8,,1,RFO,cr,ee,,,k,
9,2,1,LFI,xb,xfopcho,3,,k,
10,,1,RBO,cho,ee,3,,k,
11,,1,LBI,xb,ee,,,k,
12,,1,RBO,s,ee,,,k,
13,,1,LBI,xf,ee,,,k,
14,,1,RFI,s,ee,,,k,
