index,pathCount,beats,edge,transition,step,group,optional,hold,labelOffset
,,4*,LF,s,ee,,,,
,,4*,RF,s,ee,,,,
,,4*,LF,s,ee,,,,
,,4*,RF,s,ee,,,,
,,4*,LF,s,ee,,,,
,,4*,RF,s,ee,,,,
,,2*,LFO,s,ee,1,,,
,,2*,RFI,co,ee,1,,,
,,2*,LFO,s,ee,2,,,
,,2*,RFI,co,ee,2,,,
,,2*,LFO,s,ee,3,,,
,,2*,RFI,co,ee,3,,,
,,2*,LFO,s,ee,4,,,
,,2*,RFI,co,ee,4,,,
